log_loan_amnt,term_num,emp_length,log_annual_inc,dti,revol_util,log_revol_bal,credit_hist_months,inst_to_inc_ratio,state_risk_score,home_ownership,purpose_grouped,target
8.987321812850125,36.0,6.0,11.451060699493427,8.36,33.0,8.348064228408266,181,0.03440241671276007,0.6953405017921147,4,1,1
9.392745258631441,36.0,10.0,10.657282884047461,18.86,72.6,8.739055922830724,190,0.12505833646970269,0.6983471074380165,1,0,1
9.90353755128617,36.0,8.0,11.407576060361786,17.5,83.3,9.740439071085758,198,0.08796293827489668,0.708171206225681,1,0,1
9.546884034617925,36.0,0.0,10.886239955109703,11.28,7.5,8.823647949191303,274,0.09466050479914681,0.6708507670850767,3,0,1
9.082620630373812,36.0,4.0,9.90353755128617,18.31,37.4,9.226902460275161,89,0.19130321806915848,0.7017964071856287,3,0,1
9.401043372798053,36.0,10.0,10.896757843893464,12.04,17.7,8.387995252944556,242,0.09717618307042879,0.703862660944206,1,1,1
8.699681400989514,36.0,8.0,11.434974734252892,6.62,38.5,9.219399216464529,205,0.023437824282255274,0.6983471074380165,4,0,1
10.239995502805316,36.0,10.0,11.695255355062795,14.21,55.3,9.340227632810604,364,0.08772022797720228,0.726530612244898,1,0,1
9.305741456739435,36.0,1.0,11.608244735642321,6.92,19.0,9.456653425317034,291,0.03612914954732212,0.76,1,2,1
9.15915233520675,36.0,0.0,10.221977646629885,15.84,90.9,8.40200678160712,130,0.14178249491131145,0.726530612244898,4,0,1
8.853808274977197,36.0,1.0,11.002116507732017,2.74,35.5,8.531884740159228,77,0.04648470305938812,0.726530612244898,4,0,1
10.080629049288541,36.0,1.0,11.863589378812122,21.89,4.0,7.186144304522325,185,0.06319156127651185,0.6708860759493671,1,0,0
9.862717639992917,60.0,10.0,11.184435286790631,15.03,27.1,10.026368681911944,250,0.06470588235294118,0.726530612244898,1,0,1
10.463131911491967,60.0,5.0,11.349241150793087,18.54,85.0,10.920510104164283,193,0.12290276992651215,0.7272727272727273,1,0,1
10.184937747111391,60.0,9.0,11.918397239722838,16.34,64.0,10.904413507246977,395,0.04316614670826334,0.7606060606060606,1,0,1
9.61587214452889,36.0,5.0,11.211833885608513,7.7,63.9,9.141311785565748,281,0.0797497703075177,0.726530612244898,1,0,1
8.294299608857235,36.0,8.0,10.396688774948379,2.97,65.8,8.098946748943339,515,0.05468164336731579,0.6698911729141476,4,3,1
9.210440366976517,60.0,10.0,10.819798284210286,15.31,24.5,9.122601457668177,304,0.06023994241382068,0.6698911729141476,4,0,0
9.90353755128617,60.0,10.0,10.736418414365376,25.41,61.4,8.87066300440602,134,0.13819351473528643,0.6554054054054054,4,0,0
9.012011377036412,36.0,0.0,10.491301994830229,15.32,63.3,8.53070154144103,174,0.09400199933355549,0.5959595959595959,3,0,0
9.305741456739435,36.0,10.0,11.082157933374816,16.3,61.0,8.428799040653642,184,0.06591767673660247,0.7272727272727273,4,0,0
9.680406499268875,36.0,10.0,10.757924157061597,11.21,76.2,9.821897815496174,313,0.1420182081170765,0.7017964071856287,4,0,1
8.337109129562474,36.0,1.0,9.90353755128617,27.01,87.2,8.253227645581772,126,0.09747751349190485,0.7017964071856287,4,0,1
10.308985993422082,60.0,4.0,11.225256725762893,7.22,2.9,6.7357800142423265,124,0.1383714605663094,0.7606060606060606,4,1,0
9.210440366976517,36.0,1.0,11.849404844423074,4.29,45.9,9.344084242025778,196,0.02765162986029769,0.75,4,1,1
10.308985993422082,60.0,10.0,11.323917604585633,14.48,44.7,9.526901403978341,250,0.10528355216272695,0.6708860759493671,1,0,0
8.853808274977197,36.0,10.0,11.002116507732017,18.6,49.0,9.215626376405421,226,0.04783243351329734,0.726530612244898,4,0,1
10.184937747111391,60.0,10.0,11.289794413577894,37.17,65.9,10.088513781737209,109,0.09999750037494376,0.7272727272727273,1,0,0
8.517393171418904,36.0,1.0,10.348205424565993,21.38,87.0,9.999706410276671,194,0.0644867358708189,0.7017964071856287,3,0,1
9.392745258631441,36.0,1.0,10.915106645867503,17.65,47.6,9.237663667625073,157,0.08142296226277904,0.7248322147651006,3,0,0
8.006700845440367,36.0,0.0,10.325350806453928,27.51,83.0,9.365633256382218,186,0.038855344674992624,0.6708507670850767,4,0,1
9.105090961257085,36.0,6.0,11.678448377988165,8.72,79.6,9.464827539570322,231,0.030392502457377214,0.7072829131652661,1,0,1
8.987321812850125,36.0,10.0,11.326607934898927,12.43,34.5,9.088963385809583,347,0.038074977111742875,0.7518796992481203,4,0,1
8.853808274977197,36.0,1.0,10.629358424700186,7.9,1.6,5.537334267018537,96,0.06356793157497533,0.6698911729141476,4,0,1
9.798182590890704,36.0,6.0,11.225256725762893,18.85,73.3,9.356775650205728,160,0.09313229883218685,0.6708507670850767,1,0,0
8.922791623969637,60.0,10.0,11.736077016252437,3.44,23.8,9.050758302151717,390,0.018763318721402748,0.726530612244898,1,0,1
9.770013301136158,36.0,10.0,10.67630044663933,23.25,72.6,9.57289797907307,158,0.16673652141802067,0.6953405017921147,3,0,1
8.881975184248867,36.0,8.0,11.608244735642321,18.42,37.0,9.494842393421333,183,0.02365160164345708,0.6983471074380165,1,0,1
9.798182590890704,60.0,1.0,10.491301994830229,27.14,63.3,10.077734934062509,163,0.15622125958013994,0.7072829131652661,4,0,1
9.862717639992917,36.0,3.0,11.440365524765756,15.14,62.6,10.417298715142485,307,0.08011611404980003,0.7017964071856287,1,0,1
8.699681400989514,36.0,8.0,10.404293143019792,22.87,54.6,8.64541048921699,146,0.07131225009087605,0.6996587030716723,4,0,1
9.90353755128617,60.0,3.0,11.608244735642321,21.21,49.1,10.024864123702642,432,0.05420681380213068,0.7272727272727273,1,0,1
9.210440366976517,60.0,5.0,10.165890277802454,26.55,4.1,5.811140992976701,230,0.10732277410425957,0.6708507670850767,4,0,0
8.987321812850125,36.0,10.0,10.755879558560052,25.03,74.9,8.90136656405678,196,0.06943047148094467,0.7027027027027027,4,0,1
9.210440366976517,36.0,2.0,11.050905878263567,36.55,18.6,8.551981016901902,319,0.06447152923252714,0.7248322147651006,4,0,0
9.32375833901174,60.0,8.0,10.535317684107266,15.25,75.9,8.882946799288174,142,0.09501913265306124,0.7429906542056075,1,0,1
9.741027444837728,36.0,5.0,10.859018228147887,32.4,58.0,9.41678527366734,207,0.13981850342228716,0.6698911729141476,3,0,1
9.514215624322715,36.0,10.0,10.714439990727769,28.69,21.0,8.232440158470336,175,0.11515862436683551,0.703862660944206,4,0,1
10.344995251991222,36.0,10.0,11.775297421715827,22.4,69.2,10.632508505332279,246,0.0946444943543673,0.7248322147651006,1,0,1
8.922791623969637,36.0,10.0,11.289794413577894,10.71,27.0,8.574707097616844,300,0.03387541868719692,0.7072829131652661,4,0,1
